Connection established
Current server status: Connected on port /dev/ttyACM0
10368,42.812862,31.13
10369,42.812862,31.13
10370,42.77035,31.13
10371,42.812862,31.13
10371,42.812862,31.13
10372,42.812862,31.13
10373,42.812862,31.13
10374,42.812862,31.13
10374,42.77035,31.13
10375,42.77035,31.13
10376,42.812862,31.13
10377,42.77035,31.13
10378,42.77035,31.13
10378,42.812862,31.13
10379,42.77035,31.13
10380,42.812862,31.13
10381,42.77035,31.13
10381,42.77035,31.13
10382,42.77035,31.13
10383,42.77035,31.13
10384,42.77035,31.13
10385,42.812862,31.13
10385,42.77035,31.13
10386,42.812862,31.13
10387,42.77035,31.13
10388,42.77035,31.13
10388,42.77035,31.13
10389,42.727844,31.13
10390,42.77035,31.13
10391,42.812862,31.13
10392,42.77035,31.13
10392,42.77035,31.13
10393,42.812862,31.13
10394,42.812862,31.13
10395,42.812862,31.13
10395,42.812862,31.13
10396,42.77035,31.13
10397,42.77035,31.13
10398,42.77035,31.13
10398,42.812862,31.13
10399,42.685333,31.13
10400,42.812862,31.13
10401,42.812862,31.13
10402,42.77035,31.13
10402,42.77035,31.13
10403,42.77035,31.13
10404,42.812862,31.13
10405,42.77035,31.13
10405,42.77035,31.13
10406,42.77035,31.13
10407,42.77035,31.13
10408,42.77035,31.13
10409,42.77035,31.13
10409,42.77035,31.13
10411,42.812862,31.13
10412,42.77035,31.13
10413,42.812862,31.13
10413,42.812862,31.13
10414,42.727844,31.13
10415,42.812862,31.13
10416,42.727844,31.13
10417,42.77035,31.13
10417,42.77035,31.13
10418,42.77035,31.13
10419,42.77035,31.13
10420,42.77035,31.13
10420,42.812862,31.13
10421,42.77035,31.13
10422,42.812862,31.13
10423,42.77035,31.13
10424,42.77035,31.13
10424,42.77035,31.13
10425,42.77035,31.13
10426,42.77035,31.13
10427,42.77035,31.13
10427,42.812862,31.13
10428,42.77035,31.13
10429,42.77035,31.13
10430,42.77035,31.13
10431,42.77035,31.13
10431,42.77035,31.13
10432,42.812862,31.13
10433,42.77035,31.13
10434,42.77035,31.13
10434,42.812862,31.13
10435,42.812862,31.13
10436,42.77035,31.13
10437,42.812862,31.13
10438,42.77035,31.13
10438,42.77035,31.13
10439,42.77035,31.13
10440,42.77035,31.13
10441,42.77035,31.13
10441,42.812862,31.13
10442,42.77035,31.13
10443,42.77035,31.13
10444,42.77035,31.13
10445,42.812862,31.13
10445,42.77035,31.13
10446,42.77035,31.13
10447,42.77035,31.13
10448,42.77035,31.13
10448,42.812862,31.13
